question_id,question_text,decomposition,program,operators,split
SPIDER_train_4689,Find the student first and last names and grade points of all enrollments.,"return enrollments ;return students of  #1 ;return first names of  #2 ;return last names of  #2 ;return grade points of  #1 ;return #3 ,   #4 , #5","[""SELECT['enrollments']"", ""PROJECT['students of #REF', '#1']"", ""PROJECT['first names of #REF', '#2']"", ""PROJECT['last names of #REF', '#2']"", ""PROJECT['grade points of #REF', '#1']"", ""UNION['#3', '#4', '#5']""]","['select', 'project', 'project', 'project', 'project', 'union']",train
SPIDER_train_469,"Show first name, last name, age for all female students. Their sex is F.","return students ;return sex of #1 ;return #1 where #2 is F ;return first names of #3 ;return last names of #3 ;return ages of #3 ;return #4 ,  #5 ,   #6","[""SELECT['students']"", ""PROJECT['sex of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is F']"", ""PROJECT['first names of #REF', '#3']"", ""PROJECT['last names of #REF', '#3']"", ""PROJECT['ages of #REF', '#3']"", ""UNION['#4', '#5', '#6']""]","['select', 'project', 'comparative', 'project', 'project', 'project', 'union']",train
SPIDER_train_4690,What are the full names and gradepoints for all enrollments?,"return enrollments ;return full names of  #1 ;return gradepoints of  #1 ;return #2 ,  #3","[""SELECT['enrollments']"", ""PROJECT['full names of #REF', '#1']"", ""PROJECT['gradepoints of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_4691,Find the distinct student first names of all students that have grade point at least 3.8 in one course.,return students ;return grade points of #1 ;return #2 that are at least 3.8 ;return number of  #3 for each #1 ;return #1 where #4 is one ;return distinct first names of #5,"[""SELECT['students']"", ""PROJECT['grade points of #REF', '#1']"", ""FILTER['#2', 'that are at least 3.8']"", ""GROUP['count', '#3', '#1']"", ""COMPARATIVE['#1', '#4', 'is one']"", ""PROJECT['distinct first names of #REF', '#5']""]","['select', 'project', 'filter', 'group', 'comparative', 'project']",train
SPIDER_train_4692,What are the distinct first names for students with a grade point of 3.8 or above in at least one course?,return students ;return #1 with grade points of  3.8 or  above in at least least one course ;return distinct first names of  #2,"[""SELECT['students']"", ""FILTER['#1', 'with grade points of 3.8 or above in at least least one course']"", ""PROJECT['distinct first names of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_4693,Find the full names of faculties who are members of department with department number 520.,return departments ;return #1 with  department number 520 ;return members of  #2 ;return #3 who  are  faculties ;return full names of  #4,"[""SELECT['departments']"", ""FILTER['#1', 'with department number 520']"", ""PROJECT['members of #REF', '#2']"", ""FILTER['#3', 'who are faculties']"", ""PROJECT['full names of #REF', '#4']""]","['select', 'filter', 'project', 'filter', 'project']",train
SPIDER_train_4694,What are the full names of faculty members who are a part of department 520?,return faculty members ;return departments of  #1 ;return #1 where #2 is  520 ;return full names of  #3,"[""SELECT['faculty members']"", ""PROJECT['departments of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is 520']"", ""PROJECT['full names of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_4695,What are the first names and last names of the students that minor in the department with DNO 140.,"return students ;return #1 that  minor in the  department with DNO 140 ;return first names of  #2 ;return last names of  #2 ;return #3 ,  #4","[""SELECT['students']"", ""FILTER['#1', 'that minor in the department with DNO 140']"", ""PROJECT['first names of #REF', '#2']"", ""PROJECT['last names of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_4696,What are the full names of students minoring in department 140?,return students ;return departments #1 are  minoring in ;return #1 where #2 is  140 ;return full names of  #3,"[""SELECT['students']"", ""PROJECT['departments #REF are minoring in', '#1']"", ""COMPARATIVE['#1', '#2', 'is 140']"", ""PROJECT['full names of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_4697,Find the last names of faculties who are members of computer science department.,return faculties ;return departments of  #1 ;return #1 where  #2 is  computer science ;return last names of  #3,"[""SELECT['faculties']"", ""PROJECT['departments of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is computer science']"", ""PROJECT['last names of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_4698,What are the last names of faculty who are part of the computer science department?,return faculty ;return #1 that are in computer science department ;return last names of  #2,"[""SELECT['faculty']"", ""FILTER['#1', 'that are in computer science department']"", ""PROJECT['last names of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_4699,Find the average grade point of student whose last name is Smith.,return students ;return #1 with  last name Smith ;return grade point of  #2 ;return average of  #3,"[""SELECT['students']"", ""FILTER['#1', 'with last name Smith']"", ""PROJECT['grade point of #REF', '#2']"", ""AGGREGATE['avg', '#3']""]","['select', 'filter', 'project', 'aggregate']",train
SPIDER_train_47,What is the most common status across all cities?,return cities ;return the  status of  #1 ;return the  most common of  #2,"[""SELECT['cities']"", ""PROJECT['the status of #REF', '#1']"", ""PROJECT['the most common of #REF', '#2']""]","['select', 'project', 'project']",train
SPIDER_train_470,What are the full names and ages for all female students whose sex is F?,"return students ;return #1 whose sex is  F ;return the  full names of  #2 ;return the  ages of  #2 ;return #3 ,  #4","[""SELECT['students']"", ""FILTER['#1', 'whose sex is F']"", ""PROJECT['the full names of #REF', '#2']"", ""PROJECT['the ages of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_4700,What is the average gradepoint for students with the last name Smith?,return students ;return last names of  #1 ;return #1 where #2 is  Smith ;return gradepoints of  #3 ;return average of  #4,"[""SELECT['students']"", ""PROJECT['last names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Smith']"", ""PROJECT['gradepoints of #REF', '#3']"", ""AGGREGATE['avg', '#4']""]","['select', 'project', 'comparative', 'project', 'aggregate']",train
SPIDER_train_4701,What is the maximum and minimum grade point of students who live in NYC?,"return students ;return #1 who live in NYC ;return grade points of #2 ;return the  highest #3 ;return the  lowest #3 ;return #4 ,  #5","[""SELECT['students']"", ""FILTER['#1', 'who live in NYC']"", ""PROJECT['grade points of #REF', '#2']"", ""AGGREGATE['max', '#3']"", ""AGGREGATE['min', '#3']"", ""UNION['#4', '#5']""]","['select', 'filter', 'project', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_4702,Give the maximum and minimum gradepoints for students living in NYC?,"return students ;return #1 living in NYC ;return gradepoints of  #2 ;return maximum of  #3 ;return minimum of  #3 ;return #4 ,   #5","[""SELECT['students']"", ""FILTER['#1', 'living in NYC']"", ""PROJECT['gradepoints of #REF', '#2']"", ""AGGREGATE['max', '#3']"", ""AGGREGATE['min', '#3']"", ""UNION['#4', '#5']""]","['select', 'filter', 'project', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_4703,Find the names of courses that have either 3 credits or 1 credit but 4 hours.,"return courses ;return credits of #1 ;return hours of #1 ;return #1 where #2 is  3 ;return #1 where #2 is  1 ;return #1 where #3 is  4 ;return #1 of both #5 and #6 ;return #4 ,  #7 ;return names of #8","[""SELECT['courses']"", ""PROJECT['credits of #REF', '#1']"", ""PROJECT['hours of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is 3']"", ""COMPARATIVE['#1', '#2', 'is 1']"", ""COMPARATIVE['#1', '#3', 'is 4']"", ""INTERSECTION['#1', '#5', '#6']"", ""UNION['#4', '#7']"", ""PROJECT['names of #REF', '#8']""]","['select', 'project', 'project', 'comparative', 'comparative', 'comparative', 'intersection', 'union', 'project']",train
SPIDER_train_4704,"What are the names of courses that give either 3 credits, or 1 credit and 4 hours?","return courses ;return credits that  #1 give ;return hours that  #1 give ;return #1 where #2 is  3 ;return #1 where #2 is  1 ;return #1 where #3 is  4 ;return #1 in both #5 and #6 ;return #4 ,  #7 ;return the  names of #8","[""SELECT['courses']"", ""PROJECT['credits that #REF give', '#1']"", ""PROJECT['hours that #REF give', '#1']"", ""COMPARATIVE['#1', '#2', 'is 3']"", ""COMPARATIVE['#1', '#2', 'is 1']"", ""COMPARATIVE['#1', '#3', 'is 4']"", ""INTERSECTION['#1', '#5', '#6']"", ""UNION['#4', '#7']"", ""PROJECT['the names of #REF', '#8']""]","['select', 'project', 'project', 'comparative', 'comparative', 'comparative', 'intersection', 'union', 'project']",train
SPIDER_train_4705,Find the names of departments that are either in division AS or in division EN and in Building NEB.,return departments ;return divisions of #1 ;return #1 where #2 is AS ;return #1 where #2 is EN ;return #3 or  #4 ;return Building of #5 ;return #5 where #6 is NEB,"[""SELECT['departments']"", ""PROJECT['divisions of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is AS']"", ""COMPARATIVE['#1', '#2', 'is EN']"", ""UNION['#3', '#4']"", ""PROJECT['Building of #REF', '#5']"", ""COMPARATIVE['#5', '#6', 'is NEB']""]","['select', 'project', 'comparative', 'comparative', 'union', 'project', 'comparative']",train
SPIDER_train_4706,"What are the names of departments either in division AS, or in division EN and in building NEB?",return departments ;return #1 in division EN ;return #1 in division AS ;return #1 in building NEB ;return #1 of  both #2 and  #4 ;return #3 or  #5,"[""SELECT['departments']"", ""FILTER['#1', 'in division EN']"", ""FILTER['#1', 'in division AS']"", ""FILTER['#1', 'in building NEB']"", ""INTERSECTION['#1', '#2', '#4']"", ""UNION['#3', '#5']""]","['select', 'filter', 'filter', 'filter', 'intersection', 'union']",train
SPIDER_train_4707,Find the first name of students not enrolled in any course.,return students ;return #1 not  enrolled in courses ;return first names of  #2,"[""SELECT['students']"", ""FILTER['#1', 'not enrolled in courses']"", ""PROJECT['first names of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_4708,What are the first names of all students that are not enrolled in courses?,return courses ;return the  students enrolled in #1 ;return students besides #2 ;return the  first names of #3,"[""SELECT['courses']"", ""PROJECT['the students enrolled in #REF', '#1']"", ""SELECT['students']"", ""DISCARD['#3', '#2']"", ""PROJECT['the first names of #REF', '#4']""]","['select', 'project', 'select', 'discard', 'project']",train
SPIDER_train_4709,What are the ids of the top three products that were purchased in the largest amount?,return products ;return #1 that  were purchased in the  largest amount ;return top three of  #2 ;return ids of  #3,"[""SELECT['products']"", ""FILTER['#1', 'that were purchased in the largest amount']"", ""PROJECT['top three of #REF', '#2']"", ""PROJECT['ids of #REF', '#3']""]","['select', 'filter', 'project', 'project']",train
SPIDER_train_471,Show student ids for all male students.,return students ;return #1 who  are  male ;return student ids for #2,"[""SELECT['students']"", ""FILTER['#1', 'who are male']"", ""PROJECT['student ids for #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_4710,Give the ids of the three products purchased in the largest amounts.,return products ;return amounts purchased of #1 ;return the  three highest of #2 ;return #1 where #2 is equal to any of #3 ;return ids of #4,"[""SELECT['products']"", ""PROJECT['amounts purchased of #REF', '#1']"", ""AGGREGATE['max', '#2']"", ""COMPARATIVE['#1', '#2', 'is equal to any of #3']"", ""PROJECT['ids of #REF', '#4']""]","['select', 'project', 'aggregate', 'comparative', 'project']",train
SPIDER_train_4711,What are the product id and product type of the cheapest product?,"return products ;return #1 that  is  cheapest ;return product  id of #2 ;return product  type of #2 ;return #3 ,  #4","[""SELECT['products']"", ""FILTER['#1', 'that is cheapest']"", ""PROJECT['product id of #REF', '#2']"", ""PROJECT['product type of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_4712,Give the id and product type of the product with the lowest price.,"return products ;return prices of  #1 ;return #1 where  #2 is  lowest ;return id of  #3 ;return product type of  #3 ;return #4 ,   #5","[""SELECT['products']"", ""PROJECT['prices of #REF', '#1']"", ""SUPERLATIVE['min', '#1', '#2']"", ""PROJECT['id of #REF', '#3']"", ""PROJECT['product type of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'superlative', 'project', 'project', 'union']",train
SPIDER_train_4713,Find the number of different product types.,return product types ;return the  number of  different #1,"[""SELECT['product types']"", ""PROJECT['different #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_4714,Count the number of distinct product types.,return product types ;return #1 that  are  distinct ;return Count of  #2,"[""SELECT['product types']"", ""FILTER['#1', 'that are distinct']"", ""PROJECT['Count of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_4715,Return the address of customer 10.,return customer 10 ;return address of  #1,"[""SELECT['customer 10']"", ""PROJECT['address of #REF', '#1']""]","['select', 'project']",train
SPIDER_train_4716,What is the address for the customer with id 10?,return customers ;return ids of  #1 ;return #1 where #2 is  10 ;return address of  #3,"[""SELECT['customers']"", ""PROJECT['ids of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is 10']"", ""PROJECT['address of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_4717,What are the staff ids and genders of all staffs whose job title is Department Manager?,"return staffs ;return job titles of #1 ;return #1 where #2 is Department Manager ;return staff id of #3 ;return gender of #3 ;return #4 ,  #5","[""SELECT['staffs']"", ""PROJECT['job titles of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Department Manager']"", ""PROJECT['staff id of #REF', '#3']"", ""PROJECT['gender of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_4718,Return the staff ids and genders for any staff with the title Department Manager.,"return staff  ;return titles of  #1 ;return #1 where #2 is  Department Manager ;return staff  ids of  #3 ;return genders of  #3 ;return #4 ,  #5","[""SELECT['staff']"", ""PROJECT['titles of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Department Manager']"", ""PROJECT['staff ids of #REF', '#3']"", ""PROJECT['genders of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_4719,"For each payment method, return how many customers use it.",return payment methods ;return customers that  use #1 ;return number of #2 for each #1,"[""SELECT['payment methods']"", ""PROJECT['customers that use #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_472,What are the student ids for all male students?,return students ;return #1 who  are  male ;return ids of,"[""SELECT['students']"", ""FILTER['#1', 'who are male']"", ""SELECT['ids of']""]","['select', 'filter', 'select']",train
SPIDER_train_4720,How many customers use each payment method?,return payment methods ;return customers that  use #1 ;return number of  #2 for each  #1,"[""SELECT['payment methods']"", ""PROJECT['customers that use #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_4721,What is the id of the product that was ordered the most often?,return products ;return orders of #1 ;return number of  #2 for each #1 ;return #1 where #3 is the  highest ;return id of #4,"[""SELECT['products']"", ""PROJECT['orders of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is the highest']"", ""PROJECT['id of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_4722,Give the product id for the product that was ordered most frequently.,return products ;return #1 that  was ordered most frequently ;return product  id of #2,"[""SELECT['products']"", ""FILTER['#1', 'that was ordered most frequently']"", ""PROJECT['product id of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_4723,"What are the name, phone number and email address of the customer who made the largest number of orders?","return customers ;return orders of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  highest ;return name of  #4 ;return phone number of  #4 ;return email address of  #4 ;return #5 ,  #6 ,   #7","[""SELECT['customers']"", ""PROJECT['orders of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']"", ""PROJECT['name of #REF', '#4']"", ""AGGREGATE['count', '#4']"", ""PROJECT['email address of #REF', '#4']"", ""UNION['#5', '#6', '#7']""]","['select', 'project', 'group', 'superlative', 'project', 'aggregate', 'project', 'union']",train
SPIDER_train_4724,"Return the name, phone number and email address for the customer with the most orders.","return customers ;return orders of #1 ;return number of  #2 for each #1 ;return #1 where #3 is highest ;return name of #4 ;return phone number of #4 ;return email address of #4 ;return #5 ,  #6 ,   #7","[""SELECT['customers']"", ""PROJECT['orders of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']"", ""PROJECT['name of #REF', '#4']"", ""AGGREGATE['count', '#4']"", ""PROJECT['email address of #REF', '#4']"", ""UNION['#5', '#6', '#7']""]","['select', 'project', 'group', 'superlative', 'project', 'aggregate', 'project', 'union']",train
SPIDER_train_4725,What is the average price for each type of product?,return types of  products ;return products with #1 ;return prices of  #2 ;return average of  #3 for each  #1,"[""SELECT['types of products']"", ""PROJECT['products with #REF', '#1']"", ""PROJECT['prices of #REF', '#2']"", ""GROUP['avg', '#3', '#1']"", ""UNION['#1', '#4']""]","['select', 'project', 'project', 'group', 'union']",train
SPIDER_train_4726,Return the average price for each product type.,return product types ;return prices of  #1 ;return average of  #2 for each  #1,"[""SELECT['product types']"", ""PROJECT['prices of #REF', '#1']"", ""GROUP['avg', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_4727,How many department stores does the store chain South have?,return store chains ;return department stores of  #1 ;return #2 where  #1 is  South ;return number of #3,"[""SELECT['store chains']"", ""PROJECT['department stores of #REF', '#1']"", ""COMPARATIVE['#2', '#1', 'is South']"", ""AGGREGATE['count', '#3']""]","['select', 'project', 'comparative', 'aggregate']",train
SPIDER_train_4728,Count the number of stores the chain South has.,return stores ;return #1 of the chain South ;return number of #2,"[""SELECT['stores']"", ""FILTER['#1', 'of the chain South']"", ""AGGREGATE['count', '#2']""]","['select', 'filter', 'aggregate']",train
SPIDER_train_4729,What is the name and job title of the staff who was assigned the latest?,"return staffs ;return when  was  #1 assigned ;return #1 where #2 is the  highest ;return name of #3 ;return job title of #3 ;return #4 ,  #5","[""SELECT['staffs']"", ""PROJECT['when was #REF assigned', '#1']"", ""COMPARATIVE['#1', '#2', 'is the highest']"", ""PROJECT['name of #REF', '#3']"", ""PROJECT['job title of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_473,How many students are age 18?,return students ;return ages of  #1 ;return #1 where  #2 are  18 ;return number of  #3,"[""SELECT['students']"", ""PROJECT['ages of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are 18']"", ""AGGREGATE['count', '#3']""]","['select', 'project', 'comparative', 'aggregate']",train
SPIDER_train_4730,Return the name and job title of the staff with the latest date assigned.,"return staffs ;return dates that  #1 was assigned ;return #1 where #2 is  the   latest ;return name of #3 ;return job title of #3 ;return #4 ,  #5","[""SELECT['staffs']"", ""PROJECT['dates that #REF was assigned', '#1']"", ""COMPARATIVE['#1', '#2', 'is the latest']"", ""PROJECT['name of #REF', '#3']"", ""PROJECT['job title of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_4731,"Give me the product type, name and price for all the products supplied by supplier id 3.","return products ;return suppliers of  #1 ;return ids of  #2 ;return #1 where  #3 is  3 ;return product types of  #4 ;return names of  #4 ;return prices of  #4 ;return #5 ,   #6 , #7","[""SELECT['products']"", ""PROJECT['suppliers of #REF', '#1']"", ""PROJECT['ids of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is 3']"", ""PROJECT['product types of #REF', '#4']"", ""PROJECT['names of #REF', '#4']"", ""PROJECT['prices of #REF', '#4']"", ""UNION['#5', '#6', '#7']""]","['select', 'project', 'project', 'comparative', 'project', 'project', 'project', 'union']",train
SPIDER_train_4732,"Return the product type, name, and price for products supplied by supplier 3.","return products ;return suppliers of  #1 ;return #1 where #2 is  3 ;return product types of  #3 ;return names of  #3 ;return prices of  #3 ;return #4 ,  #5 ,   #6","[""SELECT['products']"", ""PROJECT['suppliers of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is 3']"", ""PROJECT['product types of #REF', '#3']"", ""PROJECT['names of #REF', '#3']"", ""PROJECT['prices of #REF', '#3']"", ""UNION['#4', '#5', '#6']""]","['select', 'project', 'comparative', 'project', 'project', 'project', 'union']",train
SPIDER_train_4733,"Return the distinct name of customers whose order status is Pending, in the order of customer id.",return customers ;return order  statuses of  #1 ;return #1 where  #2 is Pending ;return distinct #3 ;return names of  #4 ;return customer ids of  #4 ;return #5 sorted by #6,"[""SELECT['customers']"", ""PROJECT['order statuses of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Pending']"", ""PROJECT['distinct #REF', '#3']"", ""PROJECT['names of #REF', '#4']"", ""PROJECT['customer ids of #REF', '#4']"", ""SORT['#5', '#6']""]","['select', 'project', 'comparative', 'project', 'project', 'project', 'sort']",train
SPIDER_train_4734,"What are the distinct names of customers with an order status of Pending, sorted by customer id?",return customers ;return orders of #1 ;return statuses of #2 ;return #2 where #3 is  Pending ;return the  number of  #4 for each #1 ;return #1 where #5 is  at least one ;return the  distinct names of #6 ;return the  customer ids of #6 ;return #7 sorted by #8,"[""SELECT['customers']"", ""PROJECT['orders of #REF', '#1']"", ""PROJECT['statuses of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is Pending']"", ""GROUP['count', '#4', '#1']"", ""COMPARATIVE['#1', '#5', 'is at least one']"", ""PROJECT['the distinct names of #REF', '#6']"", ""PROJECT['the customer ids of #REF', '#6']"", ""SORT['#7', '#8']""]","['select', 'project', 'project', 'comparative', 'group', 'comparative', 'project', 'project', 'sort']",train
SPIDER_train_4735,Find the name and address of the customers who have both New and Pending orders.,"return customers ;return orders of  #1 ;return #1 where #2 is  New ;return #1 where #2 is  Pending ;return #1 of  both #3 and  #4 ;return names of  #5 ;return addresses of  #5 ;return #6 ,  #7","[""SELECT['customers']"", ""PROJECT['orders of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is New']"", ""COMPARATIVE['#1', '#2', 'is Pending']"", ""INTERSECTION['#1', '#3', '#4']"", ""PROJECT['names of #REF', '#5']"", ""PROJECT['addresses of #REF', '#5']"", ""UNION['#6', '#7']""]","['select', 'project', 'comparative', 'comparative', 'intersection', 'project', 'project', 'union']",train
SPIDER_train_4736,What are the names and addressed of customers who have both New and Pending orders?,"return customers ;return New orders of #1 ;return Pending orders of #1 ;return number of  #2 for each #1 ;return number of  #3 for each #1 ;return #1 where #4 is at least one ;return #1 where #5 is at least one ;return #1 in  both #6 and  #7 ;return names of #8 ;return address of #8 ;return #9 ,  #10","[""SELECT['customers']"", ""PROJECT['New orders of #REF', '#1']"", ""PROJECT['Pending orders of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""GROUP['count', '#3', '#1']"", ""COMPARATIVE['#1', '#4', 'is at least one']"", ""COMPARATIVE['#1', '#5', 'is at least one']"", ""INTERSECTION['#1', '#6', '#7']"", ""PROJECT['names of #REF', '#8']"", ""PROJECT['address of #REF', '#8']"", ""UNION['#9', '#10']""]","['select', 'project', 'project', 'group', 'group', 'comparative', 'comparative', 'intersection', 'project', 'project', 'union']",train
SPIDER_train_4737,Return ids of all the products that are supplied by supplier id 2 and are more expensive than the average price of all products.,return products ;return prices of #1 ;return the  average of #2 ;return #1 where #2 is  higher than #3 ;return suppliers of #1 ;return ids of #5 ;return #1 where #6 is  2 ;return #1 in both #4 and #7 ;return the  ids of #8,"[""SELECT['products']"", ""PROJECT['prices of #REF', '#1']"", ""AGGREGATE['avg', '#2']"", ""COMPARATIVE['#1', '#2', 'is higher than #3']"", ""PROJECT['suppliers of #REF', '#1']"", ""PROJECT['ids of #REF', '#5']"", ""COMPARATIVE['#1', '#6', 'is 2']"", ""INTERSECTION['#1', '#4', '#7']"", ""PROJECT['the ids of #REF', '#8']""]","['select', 'project', 'aggregate', 'comparative', 'project', 'project', 'comparative', 'intersection', 'project']",train
SPIDER_train_4738,"What are the ids of products from the supplier with id 2, which are more expensive than the average price across all products?",return products ;return prices of #1 ;return average of #2 ;return suppliers of #2 ;return ids of #4 ;return #1 where #5 is  2 ;return prices of #6 ;return #6 where #7 is  higher than #3 ;return ids of #8,"[""SELECT['products']"", ""PROJECT['prices of #REF', '#1']"", ""AGGREGATE['avg', '#2']"", ""PROJECT['suppliers of #REF', '#2']"", ""PROJECT['ids of #REF', '#4']"", ""COMPARATIVE['#1', '#5', 'is 2']"", ""PROJECT['prices of #REF', '#6']"", ""COMPARATIVE['#6', '#7', 'is higher than #3']"", ""PROJECT['ids of #REF', '#8']""]","['select', 'project', 'aggregate', 'project', 'project', 'comparative', 'project', 'comparative', 'project']",train
SPIDER_train_4739,What is the id and name of the department store that has both marketing and managing department?,"return department  stores ;return #1 that  have marketing departments ;return #1 that  have managing departments ;return #1 in both #2 and #3 ;return the  ids of #4 ;return the  names of #4 ;return #5 ,  #6","[""SELECT['department stores']"", ""FILTER['#1', 'that have marketing departments']"", ""FILTER['#1', 'that have managing departments']"", ""INTERSECTION['#1', '#2', '#3']"", ""PROJECT['the ids of #REF', '#4']"", ""PROJECT['the names of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'filter', 'filter', 'intersection', 'project', 'project', 'union']",train
SPIDER_train_474,How many students are 18 years old?,return students ;return #1 that  are 18 years old ;return number of  #2,"[""SELECT['students']"", ""FILTER['#1', 'that are 18 years old']"", ""AGGREGATE['count', '#2']""]","['select', 'filter', 'aggregate']",train
SPIDER_train_4740,What are the ids and names of department stores with both marketing and managing departments?,"return department stores ;return departments of  #1 ;return #1 where #2 is  marketing ;return #1 where #2 is  managing ;return #1 of  both #3 and  #4 ;return ids of  #5 ;return names of  #5 ;return #6 ,  #7","[""SELECT['department stores']"", ""PROJECT['departments of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is marketing']"", ""COMPARATIVE['#1', '#2', 'is managing']"", ""INTERSECTION['#1', '#3', '#4']"", ""PROJECT['ids of #REF', '#5']"", ""PROJECT['names of #REF', '#5']"", ""UNION['#6', '#7']""]","['select', 'project', 'comparative', 'comparative', 'intersection', 'project', 'project', 'union']",train
SPIDER_train_4741,What are the ids of the two department store chains with the largest number of department stores?,return department store chains ;return department stores of #1 ;return number of  #2 for each #1 ;return the  two highest of #3 ;return #1 where #3 is equal to any of #4 ;return ids of #5,"[""SELECT['department store chains']"", ""PROJECT['department stores of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""AGGREGATE['max', '#3']"", ""COMPARATIVE['#1', '#3', 'is equal to any of #4']"", ""PROJECT['ids of #REF', '#5']""]","['select', 'project', 'group', 'aggregate', 'comparative', 'project']",train
SPIDER_train_4742,Return the ids of the two department store chains with the most department stores.,return department  store chains ;return department  stores of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  the   highest ;return the   ids of #4,"[""SELECT['department store chains']"", ""PROJECT['department stores of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is the highest']"", ""PROJECT['the ids of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_4743,What is the id of the department with the least number of staff?,return departments ;return staff of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  lowest ;return id of  #4,"[""SELECT['departments']"", ""PROJECT['staff of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['min', '#1', '#3']"", ""PROJECT['id of #REF', '#4']""]","['select', 'project', 'group', 'superlative', 'project']",train
SPIDER_train_4744,Return the id of the department with the fewest staff assignments.,return departments ;return staff assignments of  #1 ;return number of  #2 for each  #1 ;return #1 where  #3 is lowest ;return id of  #4,"[""SELECT['departments']"", ""PROJECT['staff assignments of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['min', '#1', '#3']"", ""PROJECT['id of #REF', '#4']""]","['select', 'project', 'group', 'superlative', 'project']",train
